@relation unbalanced

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-2.3919,1.8498,-2.5136,2.2963,-2.7511,2.9695,-3.2391,3.7628,-0.7899,1.2216,-1.5918,1.9132,-2.3987,2.7363,-3.2081,3.5882,-0.9091,1.1096,-1.6785,1.923,-2.475,2.7601,-3.2784,3.6102,4.517,64.63,8,5,1,445.559,1,2,Inactive
-2.2468,1.6184,-2.3858,2.2498,-2.7704,3.0348,-3.5653,3.8589,-0.7476,1.3639,-1.552,2.1446,-2.3822,2.9827,-3.2248,3.8399,-1.0394,0.9144,-1.8357,1.7518,-2.6758,2.6166,-3.5268,3.4883,1.745,102.13,2,5,2,261.325,0,0,Inactive
-2.3834,1.5669,-2.5263,2.2805,-2.8097,3.0472,-3.2816,3.8388,-0.7813,1.1379,-1.5781,1.8021,-2.3797,2.5989,-3.1833,3.4168,-0.8192,0.996,-1.5887,1.7863,-2.3801,2.6012,-3.1787,3.4236,2.961,34.17,6,5,0,362.514,1,0,Inactive
-1.8225,1.2815,-1.9701,1.9945,-2.4606,2.7615,-3.1334,3.5458,-0.7218,1.1933,-1.483,1.8614,-2.2563,2.6288,-3.0347,3.4195,-0.8763,0.8247,-1.6335,1.5992,-2.4115,2.4014,-3.1938,3.2068,1.85,55.4,3,4,1,265.353,1,1,Inactive
-1.3097,2.0952,-1.6297,2.5092,-2.3133,3.1321,-3.1086,3.8939,-0.7991,1.5202,-1.6149,2.1872,-2.4372,2.9149,-3.263,3.7051,-0.84,1.4331,-1.5915,2.0358,-2.4014,2.8192,-3.2232,3.6559,2.829,66.4,2,6,2,260.249,1,1,Inactive
-1.3097,2.0952,-1.6336,2.51,-2.3189,3.1356,-3.1135,3.9018,-0.7993,1.5204,-1.6155,2.1886,-2.4382,2.9204,-3.2644,3.7165,-0.8405,1.4334,-1.5936,2.0398,-2.404,2.8294,-3.2261,3.6712,4.795,66.4,3,6,2,340.379,1,1,Inactive
-1.4961,1.43,-1.8797,2.0498,-2.4136,2.7805,-3.0138,3.5487,-0.7049,1.2834,-1.4169,1.9747,-2.1326,2.7359,-2.8501,3.5208,-0.8768,1.0285,-1.5577,1.6874,-2.2576,2.429,-2.9653,3.2117,-2.892,115.22,4,8,2,360.366,0,1,Inactive
-2.3861,1.4406,-2.5262,2.2322,-2.8097,3.1106,-3.4992,4.0219,-0.8083,1.3414,-1.6402,2.1799,-2.4827,3.094,-3.3296,4.0277,-0.8526,1.3124,-1.5812,2.1806,-2.4081,3.1085,-3.2496,4.0488,7.382,69.4,6,3,1,459.59,1,0,Inactive
-2.3814,1.8493,-2.5047,2.3084,-2.7279,3.0415,-3.2026,3.857,-0.7945,1.2228,-1.603,1.9178,-2.4164,2.7423,-3.2321,3.5947,-0.9105,1.0319,-1.6841,1.842,-2.4856,2.6858,-3.2945,3.5419,4.426,84.86,5,6,2,439.552,0,1,Inactive
-2.416,1.3141,-2.5377,2.0999,-2.7659,2.9283,-3.2179,3.7725,-0.7895,1.5207,-1.5958,2.1898,-2.4085,2.92,-3.2246,3.7108,-0.8213,1.4318,-1.5931,2.0324,-2.3995,2.8312,-3.214,3.6746,6.163,38.33,4,5,1,415.287,1,2,Inactive
-2.3913,1.3299,-2.5169,2.1042,-2.7462,2.9199,-3.1799,3.7477,-0.7686,1.5203,-1.5571,2.1854,-2.3536,2.9031,-3.1543,3.6747,-0.8712,1.4328,-1.618,2.0188,-2.3919,2.762,-3.1786,3.5659,3.46,72.47,4,7,1,318.329,0,2,Inactive
-2.416,1.3147,-2.5377,2.1023,-2.7659,2.9327,-3.2166,3.7787,-0.7893,2.3346,-1.5954,2.4619,-2.4081,2.933,-3.2242,3.7201,-0.8213,1.4317,-1.5931,2.0295,-2.3995,2.825,-3.2141,3.6687,5.526,38.33,4,5,1,354.381,1,1,Inactive
-2.2007,2.2453,-2.3152,2.5664,-2.5472,3.0322,-3.1623,3.6187,-0.7545,1.2529,-1.5155,1.894,-2.279,2.6456,-3.0439,3.4398,-0.8441,1.0592,-1.5173,1.8409,-2.2561,2.6431,-3.0114,3.4538,4.026,60.45,6,4,1,392.499,1,1,Inactive
-2.3607,1.2559,-2.4912,2.0187,-2.7642,2.847,-3.2868,3.6863,-0.7962,1.5201,-1.605,2.1838,-2.4188,2.8983,-3.2352,3.6678,-0.9841,1.4334,-1.5935,2.034,-2.3586,2.8076,-3.1617,3.6333,5.07,38.33,3,5,1,328.412,1,1,Inactive
-2.3987,2.1768,-2.5268,2.3261,-2.7651,3.028,-3.224,3.8539,-0.7941,1.2248,-1.6014,1.9348,-2.4134,2.7757,-3.2277,3.6427,-0.9113,1.0758,-1.6847,1.9045,-2.4853,2.7619,-3.2931,3.6308,3.944,83.09,7,7,1,489.568,0,2,Inactive
-2.3814,1.8595,-2.5045,2.3386,-2.7278,3.0856,-3.1673,3.8943,-0.7891,1.274,-1.5948,1.9639,-2.4055,2.7527,-3.2184,3.5783,-0.9762,1.0948,-1.6745,1.869,-2.4474,2.6963,-3.2386,3.5361,2.291,88.1,6,7,2,427.295,0,2,Inactive
-2.3865,1.8499,-2.5272,2.3011,-2.7963,3.0061,-3.274,3.8266,-0.7944,1.223,-1.6024,1.9254,-2.4154,2.7608,-3.2307,3.6233,-0.9113,1.1067,-1.6848,1.9185,-2.4857,2.7621,-3.2939,3.6222,3.834,73.86,8,6,1,475.585,0,2,Inactive
-2.3989,1.85,-2.527,2.3115,-2.7652,3.0525,-3.2259,3.8784,-0.795,1.2237,-1.6038,1.9298,-2.4175,2.769,-3.2334,3.6349,-0.9113,1.0744,-1.6851,1.9004,-2.4864,2.7556,-3.2953,3.623,3.857,94.09,8,7,2,491.584,0,2,Inactive
-2.264,1.8498,-2.3845,2.2974,-2.6358,2.9799,-3.1925,3.7852,-0.7917,1.2219,-1.5954,1.918,-2.4041,2.7481,-3.2152,3.6064,-0.9108,1.1327,-1.6824,1.9494,-2.4804,2.7902,-3.2853,3.6445,4.488,75.63,6,5,2,465.977,0,2,Inactive
-2.2639,2.1767,-2.3844,2.3399,-2.6336,3.0371,-3.1388,3.84,-0.7884,1.2746,-1.5921,1.9669,-2.4002,2.7594,-3.2104,3.588,-0.9764,1.1118,-1.6743,1.8866,-2.4455,2.7151,-3.2337,3.5564,2.65,77.1,6,7,1,425.279,0,2,Inactive
-2.3992,1.85,-2.5168,2.3106,-2.7364,3.0496,-3.2097,3.8741,-0.795,1.2233,-1.6038,1.9288,-2.4174,2.7679,-3.2333,3.6338,-0.9113,1.1318,-1.6851,1.9478,-2.4863,2.7918,-3.2951,3.6521,4.987,84.86,8,6,2,510.03,0,2,Inactive
-2.3825,1.8505,-2.5079,2.3101,-2.7544,3.0319,-3.2542,3.8596,-0.7946,1.2373,-1.603,1.9513,-2.4165,2.7917,-3.2324,3.6599,-0.9113,1.1326,-1.6849,1.9518,-2.4859,2.8006,-3.2945,3.6656,4.326,90.93,9,7,1,538.04,0,2,Inactive
-2.3987,2.1768,-2.5268,2.3311,-2.7651,3.0533,-3.2238,3.893,-0.7991,1.2259,-1.6137,1.9455,-2.4332,2.7954,-3.2548,3.6701,-0.9115,1.0951,-1.6859,1.9304,-2.4887,2.7957,-3.2998,3.6719,4.566,83.09,7,7,1,524.013,0,2,Inactive
-2.3988,1.8492,-2.5269,2.2968,-2.766,2.9776,-3.2467,3.7818,-0.7915,1.2233,-1.5953,1.9239,-2.4042,2.757,-3.2155,3.6181,-0.911,1.1341,-1.683,1.9538,-2.4814,2.7978,-3.2867,3.6551,5.559,64.63,6,5,1,506.042,0,1,Inactive
-2.284,1.8492,-2.4085,2.2973,-2.6645,2.982,-3.1967,3.7877,-0.7917,1.2223,-1.5957,1.9175,-2.4047,2.7456,-3.2161,3.6024,-0.911,1.1092,-1.6832,1.9232,-2.4818,2.7635,-3.2873,3.618,4.616,75.63,5,5,2,457.57,0,1,Inactive
-1.8447,1.5757,-2.1129,2.2467,-2.8396,3.0692,-3.6456,3.9436,-0.8162,1.3706,-1.6432,2.1931,-2.4984,3.0793,-3.3661,3.9852,-0.9991,1.1356,-1.8104,2.011,-2.6687,2.9132,-3.5406,3.8263,5.927,69.42,3,2,0,448.632,1,0,Inactive
-1.8447,1.5756,-2.1137,2.2455,-2.8404,3.0659,-3.6457,3.9377,-0.8072,1.3704,-1.6412,2.1916,-2.4963,3.0756,-3.3636,3.9787,-0.999,1.1316,-1.81,1.9999,-2.6679,2.8975,-3.5395,3.807,7.062,69.42,5,2,0,452.664,1,0,Inactive
-1.9246,1.981,-2.2879,2.3853,-2.7725,2.939,-3.319,3.6071,-0.6164,1.409,-1.2723,2.0972,-1.9448,2.8545,-2.6275,3.6363,-0.8757,0.9893,-1.5489,1.7693,-2.2361,2.5666,-2.9283,3.3688,1.466,92.43,4,4,2,252.27,0,0,Inactive
-2.2755,1.8182,-2.3961,2.2714,-2.8397,3.0774,-3.6448,3.9498,-0.8075,1.3719,-1.6418,2.1954,-2.4972,3.0814,-3.3647,3.9865,-0.9991,1.1318,-1.8105,2.0015,-2.6686,2.9008,-3.5403,3.8121,5.785,95.72,6,4,0,496.673,0,1,Inactive
-2.2638,1.8658,-2.3841,2.3292,-2.6314,2.9965,-3.0961,3.7569,-0.7767,1.5204,-1.5637,2.1848,-2.3561,2.8991,-3.1519,3.6654,-0.9771,1.4335,-1.6696,2.0346,-2.4283,2.7967,-3.2006,3.6052,2.566,84.5,7,8,2,333.344,0,2,Inactive
-1.7228,1.3815,-2.1544,2.0608,-2.7466,2.9166,-3.4356,3.805,-0.8105,1.3316,-1.6271,2.1368,-2.4455,3.0155,-3.2647,3.9152,-0.9829,1.2971,-1.5818,2.1402,-2.3633,3.0391,-3.169,3.9488,6.282,58.28,5,2,2,380.532,1,0,Inactive
-1.7332,1.3815,-2.1686,2.062,-2.7658,2.9194,-3.4572,3.8096,-0.8105,1.333,-1.6271,2.1411,-2.4455,3.0223,-3.2648,3.9243,-0.9829,1.2995,-1.5819,2.145,-2.3634,3.0459,-3.1691,3.9578,6.808,58.28,5,2,2,394.559,1,0,Inactive
-1.4861,1.4361,-1.8668,2.0537,-2.4557,2.8382,-3.1835,3.6703,-0.7793,1.5205,-1.5728,2.1887,-2.3731,2.9216,-3.1773,3.7185,-0.8904,1.4332,-1.5781,2.0308,-2.3389,2.8012,-3.1299,3.6275,3.046,54.45,2,6,0,338.363,1,1,Inactive
-2.401,2.344,-2.5338,2.6901,-2.7984,3.1531,-3.2571,3.8406,-0.7818,2.4012,-1.5757,2.6686,-2.3739,3.0587,-3.1741,3.616,-0.9773,1.0291,-1.6725,1.8231,-2.4373,2.6428,-3.2177,3.4725,2.371,85.89,9,7,2,402.369,0,1,Inactive
-2.2232,1.9575,-2.4877,2.5656,-3.0168,3.3724,-3.7278,4.252,-0.8444,1.3668,-1.726,2.1767,-2.621,3.0748,-3.5221,3.9998,-1.039,1.136,-1.8373,2.0478,-2.6938,2.9796,-3.5776,3.918,4.392,89.25,1,4,1,322.364,0,0,Inactive
-2.401,1.8657,-2.5338,2.3345,-2.7984,3.0238,-3.2573,3.806,-0.7818,1.2624,-1.5758,1.9404,-2.3739,2.7189,-3.1742,3.5335,-0.9773,1.0296,-1.6726,1.8239,-2.4375,2.6438,-3.218,3.4736,2.205,85.89,8,7,2,388.464,0,0,Inactive
-2.3987,1.8659,-2.5267,2.3297,-2.7637,2.9946,-3.2068,3.7464,-0.7765,1.2611,-1.5612,1.9317,-2.3493,2.6972,-3.1395,3.4981,-0.9767,1.0597,-1.6686,1.8492,-2.4274,2.6558,-3.1994,3.4711,3.575,76.66,10,6,2,360.454,0,2,Inactive
-2.3813,1.8659,-2.5043,2.3574,-2.7269,3.111,-3.152,3.9203,-0.7887,1.2629,-1.5939,1.9458,-2.4041,2.7356,-3.2166,3.5627,-0.9774,1.0611,-1.6745,1.8599,-2.4444,2.6898,-3.2336,3.5299,2.828,96.89,6,7,3,396.871,0,0,Inactive
-2.2148,2.3439,-2.3302,2.6894,-2.5785,3.1454,-3.0541,3.7997,-0.7772,2.4011,-1.5629,2.6681,-2.3519,3.0556,-3.1428,3.5914,-0.9768,1.0554,-1.6688,1.8429,-2.428,2.6487,-3.2005,3.4635,1.622,87.66,5,6,3,330.262,0,1,Inactive
-2.3872,1.8663,-2.5281,2.3387,-2.798,3.0384,-3.2629,3.8274,-0.7831,1.2623,-1.5792,1.9401,-2.38,2.7197,-3.1829,3.5359,-0.9813,1.0288,-1.6817,1.8189,-2.4515,2.6378,-3.2369,3.4678,2.653,85.89,10,7,2,376.453,0,1,Inactive
-2.2638,1.866,-2.384,2.3311,-2.6317,3.0029,-3.0953,3.768,-0.7772,1.5205,-1.565,2.1859,-2.3586,2.9032,-3.1556,3.6738,-0.977,1.4337,-1.6695,2.0365,-2.4295,2.8013,-3.2038,3.6124,3.766,84.5,6,8,2,373.409,0,2,Inactive
-2.3815,2.344,-2.5047,2.69,-2.7281,3.159,-3.147,3.8725,-0.7826,2.4012,-1.5777,2.6684,-2.3769,3.0575,-3.1781,3.6101,-0.9774,1.0251,-1.673,1.8164,-2.4386,2.6344,-3.2204,3.4628,1.698,96.89,6,7,3,360.288,0,1,Inactive
-2.3844,1.8663,-2.5217,2.3374,-2.7888,3.0339,-3.2573,3.8258,-0.782,1.2632,-1.5763,1.9476,-2.375,2.7389,-3.1756,3.5674,-0.9773,1.1057,-1.6725,1.9077,-2.4373,2.7317,-3.2179,3.5688,4.32,85.89,9,7,2,464.562,0,1,Inactive
-2.264,2.1768,-2.3845,2.3479,-2.6322,3.0344,-3.0978,3.8193,-0.7812,1.2625,-1.5735,1.9409,-2.3695,2.7211,-3.1675,3.5375,-0.9773,1.0306,-1.6722,1.8269,-2.4361,2.6485,-3.2152,3.48,2.805,85.89,5,7,2,372.421,0,1,Inactive
-2.263,1.8598,-2.3833,2.2872,-2.6343,2.9317,-3.1817,3.7126,-0.7934,1.5203,-1.5974,2.1848,-2.4052,2.9009,-3.2148,3.6759,-0.8178,1.434,-1.5191,2.0482,-2.3029,2.8459,-3.1034,3.689,5.386,55.4,5,6,1,364.401,1,1,Inactive
-2.398,2.469,-2.525,2.8582,-2.7636,3.36,-3.2446,3.9591,-0.7835,2.4011,-1.5835,2.6699,-2.3889,3.0674,-3.1968,3.6095,-0.8425,1.0236,-1.5639,1.8314,-2.3498,2.6567,-3.1507,3.4875,2.196,55.76,2,4,1,262.183,1,0,Inactive
-2.3865,1.8492,-2.5272,2.2988,-2.7963,2.9957,-3.274,3.8056,-0.7936,1.223,-1.6008,1.9159,-2.413,2.7373,-3.2274,3.5868,-0.9097,1.0343,-1.6812,1.844,-2.481,2.6854,-3.2883,3.5387,3.204,73.86,6,6,1,425.525,0,1,Inactive
-2.396,1.8659,-2.5234,2.3304,-2.7615,3.0001,-3.2203,3.7619,-0.7831,1.2614,-1.5785,1.9354,-2.378,2.7096,-3.1794,3.5211,-0.9768,1.1129,-1.6692,1.8948,-2.4295,2.7116,-3.2044,3.5376,2.394,76.66,6,6,2,397.269,0,2,Inactive
-2.3987,1.8655,-2.5267,2.3292,-2.7637,2.9947,-3.207,3.7472,-0.7765,1.2612,-1.5612,1.9328,-2.3494,2.6991,-3.1395,3.5005,-0.9768,1.0592,-1.6688,1.8487,-2.4278,2.6554,-3.2,3.4708,1.777,76.66,5,6,2,330.384,0,0,Inactive
-1.3433,1.8488,-1.9518,2.2326,-2.7517,2.7996,-3.5681,3.5269,-0.4375,1.5537,-1.0947,2.397,-1.9008,3.2557,-2.7255,4.1195,-1.0776,0.8603,-1.8955,1.6102,-2.7236,2.4604,-3.5549,3.3224,1,132.65,8,9,2,368.481,0,0,Inactive
-2.2838,1.8658,-2.408,2.345,-2.6611,3.0827,-3.1011,3.8947,-0.7831,1.521,-1.5808,2.1908,-2.3851,2.9203,-3.1929,3.7064,-0.9774,1.4319,-1.6732,2.0235,-2.4403,2.7874,-3.226,3.6074,4.31,104.73,5,9,3,403.435,0,1,Inactive
-2.3988,1.8491,-2.5269,2.295,-2.766,2.9664,-3.2465,3.7559,-0.7906,1.222,-1.5936,1.9107,-2.4018,2.7278,-3.2125,3.5735,-0.9101,1.064,-1.6817,1.868,-2.4802,2.6995,-3.2854,3.5447,4.671,64.63,5,5,1,423.553,1,1,Inactive
-1.8225,1.296,-1.97,2.0014,-2.4412,2.7517,-3.0897,3.5181,-0.6981,1.1919,-1.4413,1.8476,-2.1983,2.5983,-2.9609,3.3722,-0.8708,0.8137,-1.6133,1.5598,-2.3763,2.3448,-3.1435,3.1337,1.614,55.4,3,4,1,251.326,1,1,Inactive
-2.4164,1.9588,-2.5389,2.5584,-2.9986,3.3364,-3.6558,4.1818,-0.7975,1.3665,-1.6349,2.1652,-2.4935,3.0379,-3.3614,3.935,-1.0389,1.0766,-1.8363,1.9432,-2.6839,2.8443,-3.5472,3.7545,2.488,98.48,3,5,1,324.336,0,0,Inactive
-2.3865,1.8884,-2.5272,2.4325,-2.7964,3.1598,-3.2803,3.9559,-0.7924,1.2259,-1.5991,1.9269,-2.4111,2.7491,-3.2256,3.5987,-0.9098,1.0341,-1.6806,1.8444,-2.4805,2.6868,-3.2883,3.541,3.045,97.08,6,7,1,401.459,0,2,Inactive
-2.3987,1.8655,-2.5267,2.3296,-2.7637,2.9956,-3.207,3.7488,-0.7765,1.2614,-1.5612,1.9336,-2.3494,2.7008,-3.1395,3.5029,-0.9768,1.0598,-1.6688,1.8499,-2.4279,2.6573,-3.2,3.4734,2.915,76.66,5,6,2,358.438,0,0,Inactive
-2.4003,1.8658,-2.5298,2.3349,-2.7908,3.0223,-3.2571,3.8035,-0.7825,1.2624,-1.5775,1.9407,-2.3767,2.7196,-3.1779,3.5348,-0.9802,1.0154,-1.6775,1.8159,-2.444,2.6389,-3.2261,3.4705,2.261,85.89,6,7,2,374.437,0,0,Inactive
-2.3917,1.5523,-2.5178,2.1716,-2.7506,2.9542,-3.1826,3.7824,-0.7855,1.2816,-1.5794,2.0039,-2.3766,2.8165,-3.1753,3.6583,-0.8781,1.1169,-1.5765,1.9484,-2.3149,2.7964,-3.0769,3.6519,3.397,75.71,6,6,1,352.39,0,0,Inactive
-2.2471,1.549,-2.3865,2.234,-2.7711,3.031,-3.5655,3.8712,-0.7961,1.364,-1.6081,2.1465,-2.436,2.9896,-3.276,3.8546,-1.0393,1.1105,-1.8359,1.9235,-2.6774,2.765,-3.5301,3.6289,2.855,76.11,1,4,1,308.381,0,1,Inactive
-2.2179,2.1766,-2.3469,2.2944,-2.5461,2.9022,-3.0749,3.6829,-0.7778,1.1285,-1.5651,1.7733,-2.355,2.5607,-3.1462,3.3711,-0.7529,1.0324,-1.4962,1.8235,-2.2713,2.6332,-3.0553,3.4491,3.472,27.69,2,3,0,260.333,1,1,Inactive
-1.4641,1.5581,-1.8354,2.1664,-2.3722,2.9405,-3.075,3.762,-0.7855,1.2919,-1.5794,2.0262,-2.3766,2.8371,-3.1753,3.6734,-0.8722,1.1147,-1.5529,1.9427,-2.2519,2.7869,-3.0069,3.6384,2.791,107.61,6,5,1,343.408,0,0,Inactive
-2.2676,2.363,-2.3856,2.8242,-2.6227,3.4152,-3.1339,4.0766,-0.7758,2.4012,-1.5607,2.6712,-2.3493,3.0781,-3.14,3.6466,-1.0727,1.0576,-1.7025,1.8493,-2.4073,2.6583,-3.1499,3.4745,3.586,76.07,10,6,1,377.359,0,1,Inactive
-2.2471,1.5491,-2.3865,2.2359,-2.7709,3.0363,-3.5652,3.8797,-0.7896,2.3346,-1.6014,2.4615,-2.4307,2.9966,-3.2719,3.8593,-1.0393,1.1093,-1.8359,1.9223,-2.6774,2.7641,-3.5301,3.6282,2.579,76.11,1,4,1,312.344,0,1,Inactive
-2.2637,1.8882,-2.3882,2.4291,-2.69,3.1457,-3.2898,3.9269,-0.807,1.2238,-1.6193,1.9175,-2.4345,2.7357,-3.2516,3.5837,-0.9093,1.1199,-1.6784,1.9441,-2.4758,2.7823,-3.2812,3.6301,4.357,78.62,4,5,1,369.461,0,2,Inactive
-2.3786,1.9917,-2.5065,2.4904,-3.0421,3.2572,-3.7741,4.1242,-0.8552,1.3228,-1.7406,2.1315,-2.6375,3.0303,-3.5397,3.9534,-0.8722,1.1545,-1.7024,2.0793,-2.5927,3.0148,-3.4948,3.9535,4.647,65.74,6,4,0,344.407,1,0,Inactive
-2.3786,1.9917,-2.5065,2.4902,-3.0421,3.2568,-3.774,4.1234,-0.8552,1.3227,-1.7406,2.1312,-2.6375,3.0298,-3.5397,3.9526,-0.8722,1.1542,-1.7024,2.0788,-2.5927,3.014,-3.4948,3.9526,4.289,65.74,5,4,0,330.38,1,0,Inactive
-1.4641,1.5588,-1.8357,2.1734,-2.41,2.9603,-3.1849,3.799,-0.7865,1.2955,-1.5794,2.05,-2.3766,2.8868,-3.1753,3.7484,-0.8741,1.1419,-1.557,1.9973,-2.2581,2.8672,-3.0069,3.7434,4.477,107.61,6,5,1,419.506,0,0,Inactive
-1.4641,1.5585,-1.8356,2.176,-2.4381,2.9797,-3.2169,3.8453,-0.7855,1.299,-1.593,2.0828,-2.4072,2.9536,-3.2235,3.8457,-0.8722,1.1523,-1.553,2.0442,-2.2524,2.9464,-3.0279,3.8519,4.483,107.61,6,5,1,393.468,0,0,Inactive
-1.4641,1.5586,-1.8355,2.1732,-2.3854,2.9613,-3.1427,3.8013,-0.7855,1.2959,-1.5794,2.0511,-2.3766,2.8887,-3.1753,3.7509,-0.8722,1.1661,-1.553,2.0067,-2.2522,2.8745,-3.0069,3.7499,5.618,107.61,7,5,1,498.402,0,1,Inactive
-2.3769,2.4072,-2.5832,2.8273,-3.0404,3.5541,-3.6973,4.4207,-0.8539,2.4014,-1.7493,2.6757,-2.6565,3.1672,-3.5682,4.02,-0.9518,1.1241,-1.8106,2.0431,-2.709,2.9836,-3.6176,3.9304,6.365,74.97,8,5,0,464.436,0,0,Inactive
-2.3989,2.4072,-2.5832,2.8279,-3.0402,3.5559,-3.6966,4.4231,-0.8538,2.4015,-1.7493,2.676,-2.6563,3.1686,-3.568,4.0211,-0.9518,1.1134,-1.8106,2.0355,-2.709,2.9765,-3.6176,3.9233,4.756,93.43,12,7,0,496.434,0,1,Inactive
-2.3769,2.4072,-2.5832,2.8272,-3.0403,3.5534,-3.697,4.4192,-0.8538,2.4014,-1.7493,2.6755,-2.6564,3.1654,-3.5681,4.0163,-0.9518,1.1202,-1.8106,2.0388,-2.709,2.9783,-3.6176,3.9241,5.826,74.97,9,5,0,450.409,0,1,Inactive
-2.2628,1.8743,-2.3828,2.3384,-2.6277,3.0609,-3.1231,3.8948,-0.7855,1.2877,-1.5794,2.0351,-2.3766,2.8822,-3.1753,3.7577,-0.8738,1.1395,-1.5599,1.9998,-2.2696,2.8791,-3.0069,3.7661,5.742,121.02,10,7,1,490.581,0,0,Inactive
-2.2641,1.896,-2.3853,2.3977,-2.6298,3.1459,-3.075,3.9807,-0.7855,1.2929,-1.5794,2.0495,-2.3766,2.9005,-3.1753,3.7763,-0.8739,1.119,-1.5612,1.964,-2.2724,2.8354,-3.0069,3.718,4.598,147.32,12,9,1,500.573,0,0,Inactive
-1.3103,2.0869,-1.6425,2.4896,-2.3542,3.0784,-3.1406,3.8015,-0.7936,1.5202,-1.5979,2.1843,-2.4061,2.8994,-3.2161,3.6726,-0.8279,1.4339,-1.5278,2.047,-2.3095,2.8427,-3.1097,3.6842,4.642,66.4,3,6,2,336.347,1,1,Inactive
-1.3385,2.115,-1.8803,2.4441,-2.6888,2.9718,-3.5231,3.7682,-0.7666,2.4012,-1.5597,2.6703,-2.3728,3.2363,-3.2012,4.0977,-1.0864,1.4336,-1.9153,2.0415,-2.7595,2.8324,-3.6112,3.6794,2.996,108.92,9,8,2,370.305,0,1,Inactive
-2.264,2.1767,-2.3846,2.3471,-2.6324,3.0321,-3.0979,3.8156,-0.7812,1.2622,-1.5735,1.9392,-2.3695,2.7174,-3.1675,3.5322,-0.9773,1.0294,-1.6722,1.8243,-2.4361,2.6445,-3.2152,3.4745,1.438,85.89,5,7,2,332.356,0,1,Inactive
-2.3568,2.2433,-2.4932,2.6607,-3.0335,3.2679,-3.7628,4.1206,-0.8548,1.322,-1.739,2.1271,-2.6345,3.0219,-3.5352,3.9412,-0.872,1.1528,-1.7002,2.0745,-2.5886,3.0066,-3.4891,3.9421,5.868,76.74,8,4,1,358.434,0,0,Inactive
-2.3864,2.2094,-2.5269,2.6185,-3.0191,3.3736,-3.7284,4.2388,-0.8514,2.4013,-1.733,2.6738,-2.6262,3.1544,-3.5247,3.997,-0.8762,1.1541,-1.6988,2.0777,-2.5854,3.0131,-3.4841,3.9522,4.78,74.97,6,5,0,408.328,0,0,Inactive
-2.3828,1.4854,-2.5127,2.1686,-2.8062,2.9945,-3.3742,3.8498,-0.8161,1.1907,-1.6361,1.9128,-2.459,2.7638,-3.2837,3.6368,-0.9083,1.2405,-1.6824,1.9437,-2.4859,2.7996,-3.2981,3.6695,4.921,61.83,4,5,0,560.428,0,2,Inactive
-1.4656,1.6854,-1.8984,2.3201,-2.6512,3.0993,-3.4876,3.9426,-0.7662,1.54,-1.5571,2.3818,-2.3675,3.2536,-3.194,4.1407,-1.0794,1.0757,-1.907,1.9242,-2.7528,2.8089,-3.607,3.7071,1.306,180.48,10,6,2,474.568,0,0,Inactive
-2.2627,2.2054,-2.3826,2.5431,-3.0132,3.3721,-3.8942,4.3229,-0.8173,2.4015,-1.7273,2.6763,-2.6634,3.3414,-3.609,4.3211,-1.0098,1.2001,-1.8876,2.1676,-2.8178,3.156,-3.7619,4.1514,5.971,95.03,8,5,0,512.488,0,1,Inactive
-2.2627,2.2054,-2.3826,2.543,-3.013,3.3717,-3.8939,4.3222,-0.8172,2.4015,-1.7272,2.6762,-2.6633,3.3408,-3.6088,4.3203,-1.0096,1.2001,-1.8874,2.1675,-2.8175,3.1556,-3.7616,4.1508,6.243,95.03,9,5,0,512.488,0,1,Inactive
-2.3833,1.8833,-2.526,2.4805,-3.0178,3.3855,-3.8983,4.342,-0.8175,1.4382,-1.7279,2.3561,-2.6644,3.3326,-3.6103,4.3247,-1.0104,1.1971,-1.8886,2.1676,-2.8192,3.1593,-3.7636,4.1581,4.86,122.72,9,8,0,560.607,0,1,Inactive
-2.3987,1.883,-2.5267,2.4648,-3.0176,3.3637,-3.8983,4.3176,-0.8174,1.4367,-1.7278,2.3521,-2.6643,3.3259,-3.6102,4.3154,-1.0104,1.1981,-1.8885,2.1666,-2.8191,3.1557,-3.7635,4.1517,5.566,104.26,7,6,0,500.555,0,1,Inactive
