@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'&lt;WAJAX LTD> YEAR NET Shr 78 cts vs 1.16 dlrs\n    Net 6.7 mln vs 9.5 mln\n    Revs 278 mln vs 290 mln\n Reuter\n&#3;',0
'AMERICAN SOFTWARE INC &lt;AMSWA> 3RD QTR JAN 31 NET Shr 42 cts vs 19 cts\n    Net 2,903,000 vs 1,307,000\n    Revs 13.1 mln vs 8,937,000\n    Avg shrs 6,877,360 vs 6,874,970\n    Nine mths\n    Shr 98 cts vs 62 cts\n    Net 6,740,000 vs 4,085,000\n    Revs 33.9 mln vs 27.8 mln\n    Avg shrs 6,875,706 vs 6,605,879\n Reuter\n&#3;',0
'NO SOVIET WHEAT BONUS TALK PLANNED FOR MEETING U.S. Agriculture Secretary Richard\nLyng does not intend to discuss a wheat export enhancement\ninitiative to the Soviet Union at a cabinet-level Economic\nPolicy Council meeting set for tomorrow, an aide to Lyng said.\n    \"He (Lyng) does not intend to bring it up,\" the aide said,\nadding that the subsidy offer remains \"dormant.\"\n    Lyng plans to spend \"about five minutes\" reviewing the status\nof farm legislation on Capitol Hill before the Economic Policy\nCouncil, which is responsible for guiding the administration\'s\neconomic policy, the aide said.\n    The USDA secretary met this morning with members of the\nHouse Foreign Affairs Committee, but the handful of lawmakers\npresent did not ask whether the administration intended to\noffer Moscow a wheat export bonus, the aide said.\n Reuter\n&#3;',0
'BANKAMERICA &lt;BAC> TO SELL GERMAN BANKING UNIT BankAmerica Corp said it agreed to\nsell &lt;Bankhaus Centrale Credit AG>, its German consumer banking\nsubsidiary, and German credit card operations to &lt;Banco de\nSantander> of Spain.\n    Terms were not disclosed. The deal is expected to close in\nthe second quarter, the bank holding company said.\n    Bankhaus Centrale Credit, with 31 branches, had total\nassets of 927 mln marks at year-end 1986. The credit card\noperation services 115,000 Visa card holders and 35,000\nmerchants in Germany, it said.\n    Reached later, a BankAmerica spokesman said the company\nwould record a pretax gain of 45 mln dlrs from the\ntransactions.\n    The spokesman declined, however, to disclose the price paid\nfor the operations by Banco de Santander or other terms of the\ndeal.\n Reuter\n&#3;',0
' French official reserves 375.95 billion francs end Jan (421.00 billion end Dec) - official\n ',0
'COPLEY PROPERTIES INC &lt;COP> 4TH QTR NET Shr 30 cts vs 36 cts\n    Net 1,211,000 vs 1,428,000\n    Revs 1,536,000 vs 1,743,000\n    Year\n    Shr 1.36 dlrs vs 62 cts\n    Net 5,438,000 vs 2,498,000\n    Revs 6,567,000 vs 2,971,000\n    NOTE: Company began operations after its July 29, 1985\npublic offering, therefore annual data are not directly\ncomparable.\n Reuter\n&#3;',0
'UNITIL CORP &lt;UTL> 4TH QTR NET Shr 79 cts vs 72 cts\n    Net 581,915 vs 536,040\n    Revs 13.9 mln vs 13.3 mln\n    Year\n    Shr 3.28 dlrs vs 3.21 dlrs\n    Net 2,413,407 vs 2,360,048\n    Revs 54.9 mln vs 54.2 mln\n Reuter\n&#3;',0
'RYDER &lt;RDR> BUYS BRITISH CALEDONIAN UNIT Ryder System Inc said it has acquired\nCaledonian Airmotive Ltd from &lt;British Caledonian Group PLC>\nfor undisclosed terms.\n    Caledonian Airmotive repairs and rebuilds aircraft engines.\n Reuter\n&#3;',0
'TRELLEBORG TAKE LARGER SLICE OF BOLIDEN Swedish tyres, process equipment and\ncomponents firm &lt;Trelleborg AB> said it was taking a larger\nstake in mining and metals concern Boliden AB &lt;BLDS.ST> than it\nhad originally intended.\n    Trelleborg had previously announced it was exercising an\noption to acquire up to 65 pct of Boliden\'s voting rights.\n    In a statement, the company said they had received offers\nof up to 68 pct of the rights, and that they would accept all.\n Reuter\n&#3;',0
'POLAROID &lt;PRD> UP ON REAFFIRMED OPINION Shares of Polaroid Corp rose following\na reiterated recommendation by Merrill Lynch and Co that\nfocused on strong earnings momentum for the company, traders\nsaid.\n    \"We have been recommending the stock since it was in the\n50s, but we reiterated today because of expectations of strong\nearnings momentum, its benefits from the lower dollar and\nanticipation of nice gains in margins,\" Merrill Lynch\nanalyst Charles Ryan said. He said a negative opinion by\nanother brokerage house hurt the stock Wednesday, and it can be\nbought at a relatively bargain price today.\n    Ryan said \"you always have to look at Polaroid at its\nweakness. Its a volatile stock that has to be caught on\nweakness.\" Polaroid\'s stock, which gained more than a point\nearly this morning, was trading at 76-1/8, up 5/8. It was down\nover three points Wednesday morning before closing down 7/8.\n    \"Polaroid is working overtime on production of cameras and\nfilm, so we expect first quarter earnings to be up about 40\npct,\" Ryan said, estimating earnings of 70 cts a share in the\nfirst quarter compared to 52 cts a share earned a year earlier.\nHe expects the company to earn four dlrs a share in 1987 as\ncompared to 3.34 dlrs a share last year.\n\n Reuter\n&#3;',0
'SWEDISH MATCH AB &lt;SMBS.ST> 1986 YEAR Profit after net financial items\n    500 mln crowns vs 359 mln\n    Sales 10.90 billion crowns vs 10.72 billion\n    Proposed dividend 12.50 crowns vs 10.50 crowns\n REUTER\n&#3;',0
'FRENCH OFFICIAL RESERVES FALL SHARPLY IN JANUARY French official reserves fell 45.06\nbillion francs to 375.95 billion at the end of January from\n421.00 billion at the end of December, the Finance Ministry\nsaid in a statement.\n    It said the fall was largely due to sales of foreign\ncurrency that preceded the January 11 realignment of the\nEuropean Monetary System (EMS).\n    Foreign currency reserves fell by 8.91 billion francs\nduring the month, the ministry said.\n    This reflected outflows of 10.26 billion francs through\noperations of the French exchange stabilisation fund,\ncounterbalanced by a gain of 1.35 billion francs resulting from\nthe quarterly adjustment in the value of dollar deposits held\nwith the European Monetary Cooperation Fund (FECOM).\n    But most of the decline reflected a 33.90 billion franc\ndeficit that France built up during the month with FECOM as a\nresult of using very short-term financing instruments.\n    The Bank of France, in conjunction with the Bundesbank and\nother central banks, intervened heavily in foreign exchange\nmarkets between late December and the January 11 EMS accord, in\nan attempt to hold down the mark, which was attracting a flight\nof funds from the dollar, and simultaneously shore up the\nfranc.\n    On January 11, the mark was revalued by three pct against\nthe French franc, relieving pressure on the French currency.\n    The fall in foreign exchange reserves took these reserves\nto 98.83 billion francs at the end of January from 107.74\nbillion at end December.\n    Gold reserves were unchanged at 218.45 billion francs.\n    Reserves of European Currency Units fell to 73.25 billion\nfrancs from 75.27 billion at end December.\n    Claims on the International Monetary Fund fell 219 mln\nfrancs to 19.31 billion francs.\n REUTER\n&#3;',0
'SL INDUSTRIES INC &lt;SL> 2ND QTR JAN 31 NET Oper shr 22 cts vs 20 cts\n    Oper net 1,153,000 vs 1,068,000\n    Revs 15.7 mln vs 15.8 mln\n    Six mths\n    Oper shr 38 cts vs 38 cts\n    Oper net 2,039,000 vs 2,051,000\n    Revs 31.4 mln vs 31.6 mln\n    NOTE: exlcudes 145,000 discontinued operations for 1986\noper net for six mths for sale of electronics division.\n    Oper shr for qtr and six mths 1986 adjusted for stock split\nand dividend distribution in November.\n Reuter\n&#3;',0
'GENERAL REFRACTORIES &lt;GRX> TO SELL OPERATIONS General Refractories Co said it\nagreed to sell its European refractories and building products\noperations for about 62 mln dlrs to an Austrian investor group.\n    The European operations had sales of 186 mln dlrs in 1985,\nthe last year for which results have been released, the company\nsaid.\n    The sale, to a group headed by Girozentrale Bank of\nAustria, is subject to shareholder approval by April 24, 1987,\nit said. Its board has approved the deal, it said.\n    General Refractories\' mineral operations are not affected.\n Reuter\n&#3;',0
'BRAZIL HAS NO SET COFFEE EXPORT TARGETS - IBC Brazil has no set target for\nits coffee exports following this week\'s breakdown of\nInternational Coffee Organization talks on export quotas,\nPresident of the Brazilian Coffee Institute, IBC, Jorio Dauster\nsaid.\n    He told a press conference Brazil now had to reconsider its\nexport plans and that the 15.5 mln bag export figure which it\nhad proposed for itself earlier should no longer be taken as\nthe country\'s export target to ICO-member countries.\n    The 15.5 mln bag offer had been made on the assumption an\nagreement would bring stability to world markets, he added.\n    It had been a gesture to ease negotiations, but the lack of\nan agreement leaves it no longer valid and exports could be\nabove or below 15.5 mln bags, he said.\n    Dauster said he would talk to producers, exporters and\nmarket analysts before taking any decision on export policy,\nbut any future policy would be flexible and adjusted to market\nconditions.\n    \"We will not take any short-term decisions which might cause\nmarkets to panic,\" Dauster added.\n    He said it would be a policy which shows Brazil has coffee\nto sell and that it could do so without an ICO agreement.\n    \"Brazil has coffee (to sell) and wants to show that it does\nnot need an ICO agreement as a crutch,\" Dauster said.\n    Commenting on the breakdown of the talks, Dauster said\nconsumer proposals would have implied a reduction of one to two\nmln bags in Brazil\'s export quotas.\n    \"It was a proposal which would lead to a substantial loss\nfor Brazil and which would be difficult for the country to\nrecover,\" he said.\n    The consumer proposal to base quotas on a six-year moving\naverage of exportable production surpluses would lead to\noverproduction as countries boosted output to win higher\nquotas, he said.\n    Dauster rejected reports which said Brazil\'s inflexibility\nhad been the cause for the breakdown of talks, noting that its\nstance had the backing of 85 pct of producing countries.\n    Close links would continue with these producers,\nparticularly Colombia, Mexico and Francophone African\ncountries, but Dauster said no joint marketing action was\nenvisaged at present.\n    He also said Brazil currently had no plans to return to a\nsystem of roaster buying contracts, although \"no hypothesis has\nbeen abandoned.\"\n    Dauster said he had not yet decided when registrations for\nMay shipment coffee will be opened.\n    He declined comment on whether the IBC will adopt a policy\nof opening registrations for up to six months in advance, as\nsome exporters had suggested.\n    He noted export registrations for the first four months of\nthe year totalled around 5.5 mln bags, more than half the 9.9\nmln exported in 1986 when drought reduced the crop to between\n11.2 mln and 12 mln bags.\n    He said that, although he had heard forecasts of 30 mln\nbags for the coming crop, the IBC would not make any estimate\nuntil late April.\n Reuter\n&#3;',0
'PEPSICO &lt;PEP> UPGRADED BY KIDDER PEABODY Kidder Peabody and Co analyst Roy Burry\nissued a strong buy recommendation on Pepsico Inc, citing an\nimproved profit outlook for both domestic soft drinks and\nFrito-Lay snack foods.\n    Pepsico climbed 7/8 to 34-3/4 on 615,000 shares by\nmidmorning.\n    Burry forecast earnings of 2.00 dlrs per share in 1987 and\n2.30 dlrs in 1988. In 1986 the company earned 1.75 dlrs per\nshare. Burry previously had a sell recommendation on Pepsico.\n\"We\'re looking at 10 to 15 pct earnings growth for Frito-lay in\n1987, a trend that should continue through the decade.\"\n Reuter\n&#3;',0
'SHAD SEES PROGRESS ON INSIDER TRADING Securities and Exchange Commission\nchairman John Shad said progress was being made in stopping\ninsider trading, but the chairman of a House subcommittee with\njurisdiction over securities laws said he was concerned about\nconditions on Wall Street.\n    \"Greed has created a feeding frenzy on Wall Street and in\nthe process laws are broken and multi-billion dlr corporations\nhave become easy prey,\" Rep. Edward Markey, D-Mass, the\nchairman of the Telecommunications and Finance said at the\nstart of a hearing on SEC activities.\n    \"Congress is understandably nervous. We perceive the\ncurrent scandals as a warning of even worse things to come,\"\nMarkey said. \"The frenzy and disruption created by merger mania\nis particularly distressing.\"\n    Shad said the recent cases involving Ivan Boesky, Dennis\nLevine and others was a warning that those who engage in\ninsider trading were taking a heavy risk of imprisonment, high\nfines and disbarment from the securities industry.\n    \"Insider trading has not been eradicated, but it has been\ninhibited and multimillions of dollars of profits that Boesky\nand others have been siphoning off the markets are now flowing\nthrough to legitimate investors and traders,\" Shad said in his\nstatement.\n    Shad said insider trading cases involved only 10 pct or\nless of SEC enforcement actions in recent years but they have\nincreased significantly to 125 cases brought during the past\nfive years compared to 77 cases in the preceeding 47 years.\n    Markey said he did not favor banning takeovers but thought\nthe tender offer process needed reform including earlier\ndisclosure of takeover attempts.\n    N.J. Rep. Mathew Rinaldo, the senior subcommittee\nRepublican, said he was introducing legislation to create a\nfive member commission to study the securities industry for a\nyear and report its findings and recommendations to Congress.\nCommission members would be appointed by the SEC.\n    \"Its primary mission would be to analyze the extent of\nillegal trading on insider trading and to assess the adequacy\nof existing surveillance systems and government oversight\noperations. The commission would advise Congress as to what\nadditional resources or civil or criminal remedies are needed\nto combat fraud and improve compliance with federal laws,\"\nRinaldo said.\n Reuter\n&#3;',0
'OPEC SAYS FEBRUARY OUTPUT UNDER CEILING OPEC output in February was \"well below\"\nthe 15.8 mln bpd ceiling it set in December and all countries\nare strictly adhering to their quotas, the OPEC news agency\nOpecna quoted an OPEC secretariat official as saying.\n    The official was quoted as saying that lower output was the\nresult \"of member countries\' firm determination to defend the\norganisation\'s official price of 18 dlrs per barrel, and to\nrefrain from selling any quantity below that price.\"\n    The unnamed official was further quoted as saying that no\nOPEC meeting was foreseen before the next biannual OPEC session\nplanned to start on June 25.\n    The official gave no figure for February output. The\nstatement said only that \"the reduction in total supplies,\nnamely actual exports of crude oil and products, plus local\ndeliveries in member countries, is even more pronounced as\nthose supplies fell very noticeably during that month.\"\n    \"No matter what the pressure on member countries by lifters\nto align the official selling price to the ongoing market\nprice, member countries are, without exception, strictly\nadhering to the official selling price in spite of the\nfinancial hardship this may entail,\" the statement said.\n    \"The very recent improvement in the price structure is an\nindicator of such determination by the organization to stick to\nthe official selling price,\" the statement said.\n    Free spot market prices rose from around 14.50 dlrs a\nbarrel in early December last year to near OPEC\'s official\nlevels towards the end of the year, after the OPEC pact.\n    There has been oil industry speculation that OPEC might\nhave to hold an extraordinrary meeting prior to its scheduled\nJune session to discuss reports of overproduction by some\nstates and strains on the differential matrix, which prices\neach OPEC crude according to its quality and distance from main\nmarkets.\n    The official said in the statement that no such emergency\nsession was scheduled \"because of member countries\' firm\ndetermination to defend the price (system)\" agreed in December.\n    Opec\"s differential committee was to have met in Vienna\nstarting April 2 but this session has been postponed, with no\nnew date set, according to an official of the United Arab\nEmirates, which chairs the seven-state body.\n    Other members are Algeria, Kuwait, Saudi Arabia, Libya,\nNigeria and Qatar.\n REUTER\n&#3;',0
'CANADIAN IMPERIAL BANK OF COMMERCE 1ST QTR SHARE BASIC 61 CTS VS 64 CTS\n ',0
'PERKIN-ELMER &lt;PKN> ACQUIRES HIGH TECH FIRM Perkin-Elmer Corp said it\nacquired &lt;Atomika Technische Physik>, based in Munich, West\nGermany, a high technology concern specializing in surface\nscience instruments.\n    Terms of the acquisition were not disclosed.\n    It said Atomika will became a part of its Physical\nElectronics Division, based in Eden Prairie, Minn., The\ndivision is part of its Materials Surface Technology Group.\n Reuter\n&#3;',0
'U.S. OKAYS USAIR &lt;U> PACIFIC SOUTHWEST PURCHASE The U.S. Department of Transportation\nsaid it gave final approval to USAir Group\'s proposed 400 mln\ndlr acquisition of Pacific Southwest Airlines.\n    The department said the acquisition is not likely to\nsubstantially lessen competition and would not harm the public\ninterest.\n    The department had given its tentative approval of the\nacquisition in January.\n    The department said it decided to make final its tentative\ndecision after reviewing the public response to it.\n    The agency said it rejected an assertion by Air North\nAmerica, which currently is not operating but plans to start\nservice to some of the cities served by USAIR and PSA, that the\nacquisition would lessen chances of new entry into those\nmarkets by other carriers.\n    The agency said Air North America provided no support for\nits claim that the transaction would give the two carriers\nmonopoly power in some markets.\n    The transportation agency said Air North America also\nfailed to show that there are barriers that would prevent new\nentrants into those markets or prevent other carriers from\nincreasing their service.\n    The agency noted in its final order that PSA operates\nexclusively in the West and Mexico while USAir serves the West\nfor the most part with some long-haul flights from the East and\nMidwest.\n    The two carriers serve five point in common; Los Angeles,\nSan Diego, San Francico, Phoenix and Tucsonm, the agency said.\n     The transportation department also rejected a request by\nthe Teamsters Union, which represents some PSA workers, to\nrequire protections for PSA workers.\n    The agency noted that USAir has promised to give protective\nbenefits to PSA workers and that unions representing PSA\nworkers have collective bargaining agreements that provide such\nprotections.\n Reuter\n&#3;',0
'MCI &lt;MCIC> PRESIDENT SEES PROFIT IMPROVEMENT MCI Communications Corp President\nBert Roberts said he expects MCI\'s financial performance to\nimprove in the current quarter compared to the previous\nquarter.\n    He said American Telephone and Telegraph Co long-distance\nrate cuts had cut into MCI\'s fourth quarter performance but\nadded: \"There\'s going to be a continuing impact (on profits) but\nwe expect this quarter to be better than the fourth quarter.\"\n    The current quarter ends March 31.\n    For the fourth quarter, MCI reported a 448 mln dlr loss,\ndue mainly to write-offs and staff reductions.\n    Roberts said the ATT long-distance rate reductions, which\nhad been ordered by the Federal Communications Commission have\nhad \"A significantly negative impact on our profits.\"\n    As reported earlier today, MCI said it plans to ask the FCC\nto immediately deregulate ATT, apparently in hopes that an\nunregulated ATT would pocket a greater proportion of its\nrevenues rather than cut rates further.\n Reuter\n&#3;',0
'NATIONAL GYPSUM CO 4TH QTR NET Net 5,521,000 vs NA\n    Revs 358.1 mln vs 359.0 mln\n    Year\n    Net 55.3 mln vs NA\n    Revs 1.43 billion vs 1.34 billion\n    NOTE: Current year includes earnings of 49.6 mln dlrs for\nthe four months ended April 30, 1986. Year-ago earnings not\ncomparable because of acquisition by Aancor Holdings Inc on\nApril 29, 1986.\n Reuter\n&#3;',0
'ZAYRE CORP 4TH QTR SHR 73 CTS VS 60 CTS\n ',0
'&lt;DET OESTASIATISKE KOMPAGNI A/S> (EAST ASIATIC CO) Results for year 1986 -\n    Group pre-tax profit 385 mln crowns vs 380 mln\n    Net turnover 14.17 billion crowns vs 16.69 billion\n    Dividend eight pct vs nil\n    Group profit after tax 16 mln crowns vs 244 mln\n Reuter\n&#3;',0
'&lt;SIGNTECH INC> NINE MTHS JAN 31 NET Shr 55 cts vs 24 cts\n    Net 1.9 mln vs 800,000\n    Revs 17.6 mln vs 12.8 mln\n Reuter\n&#3;',0
'&lt;CANADIAN IMPERIAL BANK OF COMMERCE> 1ST QTR Period ended January 31\n    Shr 61 cts vs 64 cts\n    Shr diluted 60 cts vs 60 cts\n    Net 96.5 mln vs 87.0 mln\n    Loans 44.87 billion vs 48.07 billion\n    Deposits 69.86 billion vs 68.45 billion\n    Assets 83.92 billion vs 78.93 billion\n    Note: shr after preferred dividends\n Reuter\n&#3;',0
'&lt;TRIUMPH CAPITAL INC> TO MAKE ACQUISITION Triumph Capital Inc said it has signed a\nletter of intent to acquire First Securities Transfer Systems\nInc of Pompano Beach, Fla., for undisclosed terms.\n    The company said it is also entering the commercial finance\nbusiness through the formation of Triumph Financial corp.\n    It said the new wholly-owned unit has extended a 350,000\ndlr secured line of credit to Micro Designs Inc.\n Reuter\n&#3;',0
'CONCHEMCO INC &lt;CKC> SETS QUARTERLY Qtly div 10 cts vs 10 cts prior\n    Pay April Six\n    Record March 16\n Reuter\n&#3;',0
'DST SYSTEMS INC &lt;DSTS> REGULAR PAYOUT SET Qtly div five cts vs five cts prior\n    Pay April 17\n    Record March 16\n Reuter\n&#3;',0
'FED NOT EXPECTED TO TAKE MONEY MARKET ACTION The Federal Reserve is not expected to\nintervene in the U.S. government securities market to add or\ndrain reserves, economists said.\n    Most economists said they did not expect the Fed to add\nreserves with Federal funds trading below six pct.\n    They said the funds rate\'s softer tone may indicate that\nthe need to add reserves in the current bank reserve\nmaintenance period is smaller than previously estimated.\n    Fed funds opened at 5-15/16 pct and remained at that level.\nYesterday funds averaged 6.01 pct.\n Reuter\n&#3;',0
'BROWN GROUP INC 4TH QTR SHR 77 CTS VS 76 CTS\n ',0
'REGAL INTERNATIONAL &lt;RGL> UPS BELL &lt;BPSIQ> BID Bell Petroleum Services Inc said\nRegal International Inc has doubled its offer for Bell stock to\none Regal share for each Bell share from half a share\npreviously.\n    The company said it is seriously considering the new offer\nbut has also received an expression of interest for a possible\nmerger into a Fortune 500 company it did not identify that will\nbe investigated at meetings to be held later this week.\n    It said it will explore all possibilities before\nrecommending a final course of action.\n Reuter\n&#3;',0
'EQK GREEN ACRES LP &lt;EGA> RAISES QUARTERLY Qtly div 26-1/4 cts vs 25 cts prior\n    Pay Aug 14\n    Record June 30\n Reuter\n&#3;',0
'MERCANTILE STORES CO INC 4TH QTR SHR 3.26 DLRS VS 3.17 DLRS\n ',0
'WINLAND ELECTRONICS INC 4TH QTR LOSS Shr loss one ct vs profit 15 cts\n    Net loss 10,863 vs profit 176,344\n    Revs 672,073 vs 766,066\n    Year\n    Shr loss seven cts vs loss one ct\n    Net loss 77,804 vs loss 16,627\n    Revs 1,717,810 vs 1,317,402\n Reuter\n&#3;',0
'ANTIBIOTICS IN FEED AID DEADLY BACTERIA: STUDY A study of salmonella poisoning has\nuncovered new evidence that the common practice of feeding\nantibiotics to cattle is helping to create deadly bacteria that\ncan infect humans and resist medicines.\n    Researchers at the federal Centers for Disease Control\ntracked the spread of an unusual strain of salmonella that is\nresistant to the drug chloramphenicol and were able to link the\nresulting food poisoning to farms that used the drug to promote\nthe growth of cattle.\n    Cattlemen often give their animals a constant supply of\nantibiotics in feed to help them grow faster. But critics have\nbeen warning for years that the constant exposure to the drugs\nis helping bacteria learn to resist the drugs.\n    Industry officials have disputed this, saying the diseases\nthat develop a resistance in cattle probably do not affect\nhumans.\n    But the new study, reported in Thursday\'s New England\nJournal of Medicine, shows the diseases can spread to humans.\n    The research team, led by Dr. John Spika, said the number\nof people who have developed the chloramphenicol-resistant\ninfection in Los Angeles County alone jumped from 69 in 1984 to\n298 the following year. Two of those victims died and half the\nvictims in their study of 45 patients had to be hospitalized\nfor their illness.\n    They also discovered that cooking the meat didn\'t always\nprevent the disease. Only 15 pct of the victims reported eating\nraw, infected hamburger. Thus, the researchers concluded, \"the\nmajority of cases appear to have been caused by eating\nhamburger that was at least partially cooked.\"\n    The researchers said the results show that \"food animals are\na major source of antimicrobial-resistant salmonella infections\nin humans, and that these infections are associated with\n(antibiotic) use on farms.\"\n Reuter\n&#3;',0
'EC REJECTS ALL FREE MARKET WHEAT EXPORT  OFFERS AT WEEKLY TENDER - TRADERS\n ',0
'EC AWARDS 123,000 TONNES BARLEY EXPORT  LICENCES AT 138.75 ECUS PER TONNE - TRADERS\n ',0
'FRENCH CEREAL EXPORTS THROUGH ROUEN FALL French cereal exports through the port of\nRouen fell 6.4 pct to 725,023 tonnes during the period February\n1 to 25, from 774,704 for the period February 1 to 26 last\nyear, trade sources said.\n    Main destinations were Saudi Arabia with 158,109 tonnes of\nbarley, the Soviet Union 147,214 of wheat, Italy 104,704 of\nwheat, Spain 91,381 of wheat and maize, China 52,500 of wheat\nand Algeria 41,000 of wheat.\n    Between February 26 and today, five ships have loaded\n137,000 tonnes of cereals, the sources added.\n    The 137,000 tonnes comprised 59,500 tonnes of wheat for\nChina, 53,000 of wheat for the Soviet Union and 24,500 of wheat\nfor Algeria.\n    By this Friday, sources estimated a further 233,600 tonnes\nof cereals will have been loaded, comprising 47,000 tonnes of\nbarley, 78,600 of wheat and 25,000 of rapeseed for the Soviet\nUnion, 30,000 of wheat for Sri Lanka, 28,000 of wheat for China\nand 25,000 of wheat for Poland.\n Reuter\n&#3;',1
'NATIONAL CONVENIENCE &lt;NCS> TO HAVE 3RD QTR LOSS National Convenience Stores Inc said it\nexpects to report a loss for the third quarter ending March 31\ndue to continued poor sales in Texas, especially in Houston.\n    In last year\'s third quarter, National Convenience earned\n1,788,000 dlrs or eight cts per share, including a gain of\n2,883,000 dlrs from the sale of 186 stores to another operator.\n It said the results also included earnings from gasoline\noperations of 2,500,000 dlrs or 11 cts per share caused by\nunusually high gross margins on gasoline sales of 12.7 cts per\ngallon that were caused by rapidly falling oil prices.\n    National Convenience said its third quarter is usually weak\ndue to winter weather.\n Reuter\n&#3;',0
'MARATHON RAISES CRUDE POSTED PRICES 50 CTS A BBL, EFFECTIVE TODAY, WTI AT 17 DLRS/BBL.\n ',0
'REPORT DUE ON OIL IMPORTS AND NATIONAL SECURITY A presidential commission that has\nbeen studying oil imports, including their effect on national\nsecurity, is to to make its report soon, the White House said.\n    Spokesman Marlin Fitzwater said the panel, set up last\nOctober to examine U.S. oil import needs, would make its report\nsoon, probably within the next few weeks.\n    He said National Security Adviser Frank Carlucci \"will wait\nuntil that report is in and then see if there is any special\naction needed to be taken in the national security area to\nimplement it.\"\n Reuter\n&#3;',0
'CHRYSLER SETS THREE-FOR-TWO STOCK SPLIT, RAISES DIVIDEND\n ',0
'U.S. COMMERCE DEPT\'S ORTNER SAYS YEN IS 10 OR 15 PCT UNDERVALUED\n ',0
'U.S. COMMERCE DEPT\'S  ORTNER SAYS DOLLAR FAIRLY PRICED AGAINST EUROPEAN CURRENCIES\n ',0
'BROWN GROUP INC &lt;BG> 4TH QTR JAN 31 NET Shr 77 cts vs 76 cts\n    Net 13,843,000 vs 14,478,000\n    Sales 374.6 mln vs 368.3 mln\n    Avg shrs 18,003,000 vs 19,025,000\n    Year\n    Shr 2.16 dlrs vs 2.65 dlrs\n    Net 39,503,000 vs 51,573,000\n    Revs 1.41 billion vs 1.41 billion\n    Avg shrs 18,269,000 vs 19,497,000\n    NOTE: 1986 period ended February One\n    Company changed fiscal yearend to January 31 from October\n31. 1986 results were restated to reflect the change.\n Reuter\n&#3;',0
'EC AWARDS EXPORT LICENCES FOR 25,000  TONNES MAIZE - PARIS TRADE.\n ',1
'ZAMBIAN LATE 1986 COPPER OUTPUT UP, SALES DOWN Zambian copper production rose 3.2 pct to\n113,275 tonnes in fourth quarter 1986 from 109,767 in the same\n1985 period but sales fell 18.7 pct to 119,967 tonnes from\n147,537, Zambia Consolidated Copper Mines, ZCCM, said.\n    A spokesman for the government-controlled mining company\nsaid the country\'s cobalt production fell 24 pct to 879 tonnes\nover the same period, while cobalt sales rose 92 pct to 1,734\ntonnes. He did not give figures for the fourth quarter of 1985.\n    Lead production fell 22.9 pct to 1,670 tonnes from 2,165\nand zinc production dropped 14 pct to 4,830 tonnes, he added.\n    ZCCM, which monopolises copper mining in Zambia and\naccounts for about 90 pct of the country\'s foreign exchange\nearnings, made a net loss of 718 mln kwacha in 1986 compared\nwith a net profit of 19 mln kwacha the previous year.\n    The 1986 losses were after taking into account net interest\npayments of 426 mln kwacha, an exchange loss of 412 mln kwacha\nand taxes of 235 mln kwacha.\n Reuter\n&#3;',0
'BAD WEATHER CLOSES ALEXANDRIA PORT, OIL TERMINAL Strong winds and high seas\ntoday closed Alexandria, Egypt\'s biggest port, and an oil\npipeline terminal nearby, officials said.\n    Facilities of the Suez-Mediterranean Arab Petroleum\nPipelines Company at Sidi Kreir, 32 km southeast of Alexandria,\nwere closed this morning after one tanker loaded and sailed.\n    Officials said that five other tankers were waiting outside\nthe terminal for conditions to improve.\n Reuter\n&#3;',0
'PEGASUS GOLD INC &lt;PGULF> 4TH QTR NET Shr profit 20 cts vs loss two cts\n    Net profit 2,665,000 vs loss 202,000\n    Revs 12.1 mln vs 5,993,000\n    Year\n    Shr profit 35 cts vs loss 11 cts\n    Net profit 4,653,000 vs loss 1,167,000\n    Revs 35.1 mln vs 18.0 mln\n    NOTE: Current qtr includes gain of 1.1 mln dlrs from tax\nbenefit.\n Reuter\n&#3;',0
'U.S. COMMERCE\'S ORTNER SAYS YEN UNDERVALUED Commerce Dept. undersecretary of\neconomic affairs Robert Ortner said that he believed the dollar\nat  current levels was fairly priced against most European\ncurrencies.\n    In a wide ranging address sponsored by the Export-Import\nBank, Ortner, the bank\'s senior economist also said he believed\nthat the yen was undervalued and could go up by 10 or 15 pct.\n    \"I do not regard the dollar as undervalued at this point\nagainst the yen,\" he said.\n    On the other hand, Ortner said that he thought that \"the yen\nis still a little bit undervalued,\" and \"could go up another 10\nor 15 pct.\"\n    In addition, Ortner, who said he was speaking personally,\nsaid he thought that the dollar against most European\ncurrencies was \"fairly priced.\"\n    Ortner said his analysis of the various exchange rate\nvalues was based on such economic particulars as wage rate\ndifferentiations.\n    Ortner said there had been little impact on U.S. trade\ndeficit by the decline of the dollar because at the time of the\nPlaza Accord, the dollar was extremely overvalued and that the\nfirst 15 pct decline had little impact.\n    He said there were indications now that the trade deficit\nwas beginning to level off.\n    Turning to Brazil and Mexico, Ortner made it clear that it\nwould be almost impossible for those countries to earn enough\nforeign exchange to pay the service on their debts.  He said\nthe best way to deal with this was to use the policies outlined\nin Treasury Secretary James Baker\'s debt initiative.\n Reuter\n&#3;',0
